sample_id,question_id,dataset,domain,split,variant,label,question,text
hc3_finance_0095_human,hc3_finance_0095,HC3-Chinese,finance,eval,human_hc3,0,房贷没下来可以买车位吗,若在招行申请贷款，我行有个人消费贷款，是我行向自然人发放的，用于购车、购车位、装修、教育学资、大宗消费购物、旅游等个人或家庭合法消费用途的贷款，一般是使用房产抵押的方式担保办理。您需要通过柜台个贷部门提供您的个人信息以及具体资金用途证明办理申请。一般以商品住房作为抵押物的，抵押率最高不超过房产评估现值的70%；以商业用房作为抵押物的，抵押率最高不超过房产评估净值的60%或评估现值的50%。用途为教育学资的，期限不超过8年（含）贷款申请一般需要提供的申请资料：1．身份证明资料2．婚姻证明资料：结婚证、离婚证、未婚声明等3．本地居住证明资料：近一年任意3个月固定电话缴费清单，或水电费缴费清单等公用事业收费单据，或其他可以证明住址的资料4．担保证明资料：抵押物权属证明。有共有权人的，还需提供共有权人同意抵押声明或要求共有权人在抵押合同中签字。提供其他辅助担保方式的，还需提供相应证明资料5．用途证明资料：贷款用途为购车/购车位的：须提交能够证明购房用途真实性的资料，如购车/购车位合同、认购意向书、定金收据、首付款收据等；贷款用途为装修的：须提交能够证明装修真实性的资料，如所装修房产产权证明及装修合同、预付款收据等；贷款用途为用于教育学资的：须提交能够入学证明资料，如就读学校出具的《录取通知书》或类似性质证明资料6.还款能力证明资料：我行代发工资客户可以直接提供其代发工资账户流水；社保账户流水或个人纳税单等.若您的这笔贷款还需要提供其它资料，经办行这边也会及时通知您，您在申请贷款的时候也可以通过经办行详细确认此信息。
hc3_finance_0095_chatgpt,hc3_finance_0095,HC3-Chinese,finance,eval,chatgpt_hc3,1,房贷没下来可以买车位吗,如果你有足够的资金来购买车位，那么是可以的。但是，在决定是否购买车位之前，你应该考虑一些因素，包括你的财务状况和财务规划。例如，如果你正在努力偿还房贷，购买车位可能不是最佳的决定，因为它可能会增加你的财务负担。你也可以考虑其他的交通方式，例如公共交通或骑自行车，以减少你的交通成本。
hc3_finance_0096_human,hc3_finance_0096,HC3-Chinese,finance,eval,human_hc3,0,欠招联金融7600逾期一年现在说让去让去法院是真的假的,招联消费金融有限公司，由招商银行旗下香港永隆银行与中国联通共同组建，您的问题建议通过客服热线:40######22(服务时间:8:30-20:30)确认。
hc3_finance_0096_chatgpt,hc3_finance_0096,HC3-Chinese,finance,eval,chatgpt_hc3,1,欠招联金融7600逾期一年现在说让去让去法院是真的假的,您好，在中国，如果您欠招联金融7600元的贷款并且逾期了一年，招联金融有权向法院起诉，要求您偿还欠款。如果您不愿意主动偿还欠款，招联金融可能会向法院提出诉讼，并要求法院裁决您偿还欠款。根据中国的法律，法院裁决是有效的，因此，如果法院裁决要求您偿还欠款，您应尽快偿还欠款，以避免可能导致的法律后果。
hc3_finance_0097_human,hc3_finance_0097,HC3-Chinese,finance,eval,human_hc3,0,急缺钱4####元怎么办,通过招行贷款，贷款金额较小（5万以下），如您已是招行用户，并且下载了招商银行手机银行APP，您可以尝试通过登录手机银行，点击“我的”-“全部”-“贷款”-“我要借钱”，通过此界面尝试申请。若符合招行信用卡条件，可尝试申请信用卡。
hc3_finance_0097_chatgpt,hc3_finance_0097,HC3-Chinese,finance,eval,chatgpt_hc3,1,急缺钱4####元怎么办,我很抱歉，我无法给您提供关于解决紧急金钱需求的建议。这是因为我是一个计算机程序，无法了解您的具体情况。如果您有紧急金钱需求，建议您尝试以下几种选择：请求家人或朋友的帮助：如果您有亲戚或朋友可以帮助您，可以试着向他们借钱。考虑使用信用卡：如果您有信用卡并且有剩余的信用额度，可以考虑使用信用卡来满足短期的资金需求。注意，使用信用卡可能会产生利息，因此应该尽快偿还债务。尝试短期贷款：如果您有稳定的工作收入，可以尝试申请短期贷款，以满足您的短期资金需求。但是，贷款也会产生利息，因此应该仔细考虑是否需要贷款，并认真偿还债务。尝试其他融资选项：如果您无法通过上述方式解决紧急金钱需求，可以尝试其他融资选项，如向银行申请个人贷款或借助网络平台进行借贷。但是，这些选项
hc3_finance_0098_human,hc3_finance_0098,HC3-Chinese,finance,eval,human_hc3,0,知道银行卡号怎么查询是什么银行的在哪个网点开户的,若需查询一卡通卡号，您可本人带身份证到招行任一网点打印账户证明书，账户证明书上会显示卡号；若有大众版一网通用户（需注册并关联了一卡通），登录后可查询关联的卡片卡号；为避免他人伪冒您通过电话或网络渠道查询您的信息，仅限于您在柜台查询一卡通卡号。
hc3_finance_0098_chatgpt,hc3_finance_0098,HC3-Chinese,finance,eval,chatgpt_hc3,1,知道银行卡号怎么查询是什么银行的在哪个网点开户的,如果你想查询一张银行卡的信息，可以尝试以下方法：前往该银行的官网，通常会提供查询银行卡信息的功能。你可以输入银行卡号，查看银行卡的详细信息，包括发卡银行、卡种、开户行等。如果你不知道该银行卡是哪家银行发的，可以使用银行卡号前几位数字判断，各银行的卡号前几位数字通常都是固定的，可以在网上查询。你也可以联系该银行的客服中心，他们通常都可以提供查询银行卡信息的服务。注意，如果你想要查询银行卡信息，需要准备好相关的个人信息，以便核实身份。
hc3_finance_0099_human,hc3_finance_0099,HC3-Chinese,finance,eval,human_hc3,0,买1986年的二手房可以商业贷款吗,若通过招行办理个人住房贷款，目前招行有开办一手楼和二手楼住房贷款业务，一手楼贷款/授信期限最长不超过30年，您的可贷款期限需您提交相关资料之后，由经办行综合审批确定；二手楼贷款/授信期限最长不超过30年，所购房产房龄(指房产已竣工年限)一般不得超过20年，且贷款期限加抵押房产房龄原则上最长不超过40年。具体您可以申请到的期限，需您提交相关资料，由经办行综合审批之后确定。
hc3_finance_0099_chatgpt,hc3_finance_0099,HC3-Chinese,finance,eval,chatgpt_hc3,1,买1986年的二手房可以商业贷款吗,是的，1986年的二手房可以申请商业贷款。商业贷款是指银行或其他金融机构为商业目的而提供的贷款。这意味着，如果你想买1986年的二手房，并希望用商业贷款来支付购买费用，那么你是可以申请商业贷款的。不过，你需要满足银行或其他金融机构的贷款要求，这些要求通常包括提供有关你的财务信息和信用历史的文件，并且你需要有足够的收入来偿还贷款。此外，你可能需要提供一份抵押品作为担保，以便银行或其他金融机构更愿意提供贷款。如果你想申请商业贷款购买1986年的二手房，建议你联系当地的银行或其他金融机构，了解他们的贷款要求和利率。
hc3_law_0000_human,hc3_law_0000,HC3-Chinese,law,train,human_hc3,0,双方未离婚，女方现在拒绝男方见孩子，男方是否可以拒绝支付抚养费,不同法律关系。。可以起诉请求探视权，抚养费也需要支付的。
hc3_law_0000_chatgpt,hc3_law_0000,HC3-Chinese,law,train,chatgpt_hc3,1,双方未离婚，女方现在拒绝男方见孩子，男方是否可以拒绝支付抚养费,在中国，如果双方未离婚，男方仍有抚养义务。即使女方拒绝男方见孩子，男方仍应按照法律规定支付抚养费。 根据中国有关法律规定，父母有义务为未成年子女提供生活、教育、医疗等必要的赡养。如果男方拒绝支付抚养费，女方可以向法院申请强制执行，要求男方支付抚养费。 同时，男方在支付抚养费的同时，也有权利要求女方支持其与孩子沟通和接触，并且可以向法院申请相关权利。 总之，即使双方未离婚，男方仍有抚养义务，也有权利要求与孩子沟通和接触，如果女方不同意，男方可以向法院申请相关权利的保护。
hc3_law_0001_human,hc3_law_0001,HC3-Chinese,law,train,human_hc3,0,目前，男友已经贷款购房，合同已经备案，但尚未交房，未办房产证，我们打算结婚，但是婚后要一起还贷，请问办证的时候可以添加我的名字吗？,这只是协商的问题，只要你男朋友同意就没有问题
hc3_law_0001_chatgpt,hc3_law_0001,HC3-Chinese,law,train,chatgpt_hc3,1,目前，男友已经贷款购房，合同已经备案，但尚未交房，未办房产证，我们打算结婚，但是婚后要一起还贷，请问办证的时候可以添加我的名字吗？,! network error There was an error generating a response
hc3_law_0002_human,hc3_law_0002,HC3-Chinese,law,train,human_hc3,0,我和老公是再婚的我们各自带着一个孩子组成了一个家庭孩子八岁时候结合的。请问他要是过世后他的房产继承权会有我的一份吗【继承问题】,您好，配偶是法定第一顺位继承人，您对房产有继承权。
hc3_law_0002_chatgpt,hc3_law_0002,HC3-Chinese,law,train,chatgpt_hc3,1,我和老公是再婚的我们各自带着一个孩子组成了一个家庭孩子八岁时候结合的。请问他要是过世后他的房产继承权会有我的一份吗【继承问题】,在您所在的地区，继承法对于再婚夫妻的房产继承权有何规定？具体情况可能会因法律法规、婚姻关系、结婚时间、财产获得方式等因素而有所不同。建议您咨询当地的律师或司法机构，了解有关继承法的相关规定，并制定适合您家庭情况的继承规划。
hc3_law_0003_human,hc3_law_0003,HC3-Chinese,law,train,human_hc3,0,我有一个朋友借我钱！把朋友的车押在我这啦！到期啦他把钱给我啦！我把车给他开过去了！说撞啦！还不让人走怎么办,他说撞了，让他出示证据，对于无理要求可以拒绝。如果发生限制人身自由情况，果断报警。
hc3_law_0003_chatgpt,hc3_law_0003,HC3-Chinese,law,train,chatgpt_hc3,1,我有一个朋友借我钱！把朋友的车押在我这啦！到期啦他把钱给我啦！我把车给他开过去了！说撞啦！还不让人走怎么办,很抱歉，我无法确定你在询问什么问题。你可以尝试提供更多的背景信息或提出更具体的问题。
hc3_law_0004_human,hc3_law_0004,HC3-Chinese,law,train,human_hc3,0,遗嘱公证需要哪些材料？如果房产证不在自己身边可以做遗嘱公证吗？,到房产交易中心查询产权人信息后，可以公证。
hc3_law_0004_chatgpt,hc3_law_0004,HC3-Chinese,law,train,chatgpt_hc3,1,遗嘱公证需要哪些材料？如果房产证不在自己身边可以做遗嘱公证吗？,遗嘱公证是指在公证员的监督下，对遗嘱进行书面验证的程序。遗嘱公证通常用于规划遗产分配和遗嘱执行等事宜。 在中国，遗嘱公证需要提供以下材料： 有效的身份证明：遗嘱人和遗嘱执行人都需要提供有效身份证。 遗嘱本身：遗嘱必须是书面形式，并且必须由遗嘱人亲笔签字。 公证申请书：遗嘱人或遗嘱执行人需要向公证机构提交公证申请书，申请公证遗嘱。 相关证明材料：如果遗嘱涉及财产，还需要提供相关的财产证明，如房产证、车辆登记证明等。 如果房产证不在自己身边，您仍然可以做遗嘱公证，但需要提供其他有关房产的证明材料，如房屋租赁合同或房屋交易协议等。在这种情况下，建议您向公证机构咨询，了解具体的申请要求和所需材料。
hc3_law_0005_human,hc3_law_0005,HC3-Chinese,law,train,human_hc3,0,动迁时按人头给了动迁安置费，其中我个人的部分，我妈妈给了我一半，还有一半她说她来保管着，我想问如果离动迁过去3年后，她不给我，我能通过法律维护我的权益吗。,您好！如果属于成年人，建议协商解决，如果协商不成，可以委托专业律师向法院提起诉讼来维护当事人的合法权益，要求其返还属于你的拆迁款。详情可来电来访！
hc3_law_0005_chatgpt,hc3_law_0005,HC3-Chinese,law,train,chatgpt_hc3,1,动迁时按人头给了动迁安置费，其中我个人的部分，我妈妈给了我一半，还有一半她说她来保管着，我想问如果离动迁过去3年后，她不给我，我能通过法律维护我的权益吗。,如果你的母亲没有按照约定给你动迁安置费的一半，你可以考虑通过法律维护你的权益。在这种情况下，你可以向当地的人民法院提起诉讼，要求法院判决你的母亲履行约定的义务。 在提起诉讼之前，你可以考虑先尝试协商解决问题。如果你的母亲同意按照约定履行义务，可以避免诉讼的风险和费用。如果你的母亲拒绝履行义务，你可以向当地的人民法院提起诉讼，要求法院判决你的母亲履行约定的义务。 在提起诉讼时，你需要准备相关的证据，证明你和你的母亲之间存在约定并且你的母亲未能履行约定的义务。这些证据可能包括：动迁安置费的票据或协议，你与你的母亲之间的通信记录，以及其他有助于证明约定和未履行义务的证据。 在提起诉讼后，法院会对你的请求进行审理，并根据事实和法律的规定作出判决。如果判决结果有利于你，法院会要求你的母亲履行约定的义
hc3_law_0006_human,hc3_law_0006,HC3-Chinese,law,train,human_hc3,0,各位律师大家好 我自己具有使用权的水库和湖区现在是度假村进行用电捕鱼合法么？是否违反相关的渔业法和用电法。,即使为你自己具有使用权，那也不可以进行野蛮作业，需要遵守相关法律，建议详询
hc3_law_0006_chatgpt,hc3_law_0006,HC3-Chinese,law,train,chatgpt_hc3,1,各位律师大家好 我自己具有使用权的水库和湖区现在是度假村进行用电捕鱼合法么？是否违反相关的渔业法和用电法。,! network error There was an error generating a response
hc3_law_0007_human,hc3_law_0007,HC3-Chinese,law,train,human_hc3,0,离婚什么情况下可以要求对方净身出户,离婚什么情况下都应当平均分割夫妻财产。如果一方放弃财产，可以净身出户。
hc3_law_0007_chatgpt,hc3_law_0007,HC3-Chinese,law,train,chatgpt_hc3,1,离婚什么情况下可以要求对方净身出户,在中国，如果一对夫妻在婚姻关系存续期间，双方协议离婚或者一方提出离婚，并且双方已经协商好了财产分割方案和子女抚养安置问题，那么在这种情况下，可以要求对方净身出户。 如果双方无法协商达成离婚协议或者存在有关子女抚养安置问题的争议，则可能需要由法院来裁决。在这种情况下，法院会考虑双方的实际情况，包括婚姻生活的性质、双方的收入、财产状况以及子女的年龄和抚养需要等因素，来决定是否同意要求对方净身出户。 总的来说，在中国，离婚时要求对方净身出户是可以的，但是需要注意的是，要求对方净身出户的前提是双方必须已经达成了离婚协议或者法院已经裁决出离婚的结果，并且离婚协议或法院裁决必须明确规定了要求对方净身出户的条件。此外，在要求对方净身出户的同时，还可能需要考虑子女的抚养安置问题，并且要注意不能违反法律的规定。
hc3_law_0008_human,hc3_law_0008,HC3-Chinese,law,train,human_hc3,0,外地非农户女嫁给北京非农户男，户口几年可以进北京,结婚10年，年龄45周岁 。具体还需根据政府政策为准
hc3_law_0008_chatgpt,hc3_law_0008,HC3-Chinese,law,train,chatgpt_hc3,1,外地非农户女嫁给北京非农户男，户口几年可以进北京,在中国，婚姻是由户口所在地的户籍部门登记管理的。如果你是外地非农户，并且你和你的配偶都是非农户，那么你可以通过在你和你配偶的户口所在地办理婚姻登记来结婚。 如果你和你的配偶都希望把户口迁到北京，那么你们可以在结婚之后申请办理户口迁移。在中国，通常情况下，办理户口迁移需要满足以下条件： 双方都是中国公民，并且都是非农户。 双方都已满 16 周岁。 双方都已经在北京办理了婚姻登记。 双方都已在北京缴纳了足够的社会保险费。 如果你们满足以上条件，那么你们可以向北京市居住管理局申请办理户口迁移手续。在中国，户口迁移的申请一般需要提交相关材料，包括婚姻登记证明、身份证复印件、工作单位证明等。 如果你的配偶是北京市户籍居民，那么你可以在办理婚姻登记之后直接申请办理户口迁移。如果你的配偶不是北京市户籍居民，那么你们
hc3_law_0009_human,hc3_law_0009,HC3-Chinese,law,train,human_hc3,0,我想加盟奔腾自热地板，先交了1.5万的定金，后来详细调查后觉得这个公司不可靠，想退回定金，他们不退，向公司所在工商所反映管用吗？,如果想要回1万5千元定金需要证明卖方有违约行为的证据。
hc3_law_0009_chatgpt,hc3_law_0009,HC3-Chinese,law,train,chatgpt_hc3,1,我想加盟奔腾自热地板，先交了1.5万的定金，后来详细调查后觉得这个公司不可靠，想退回定金，他们不退，向公司所在工商所反映管用吗？,如果您认为奔腾自热地板公司没有按照约定履行自己的义务，并且拒绝退还您所交的定金，您可以向公司所在地的工商所或者其他相关部门投诉，以便寻求帮助解决问题。 在这种情况下，建议您先尝试与公司进行协商，解决问题。如果协商不成，您可以向工商所或者其他相关部门提出投诉，要求退还定金。工商所或者其他相关部门会根据实际情况进行调查，并尽力帮助解决问题。 建议您在提出投诉时，准备好相关证据，以便工商所或者其他相关部门进行调查时提供。这些证据包括但不陀限于：您与公司签订的合同、您所交的定金的收据、您向公司提出退还定金的书面请求及公司的回应等。
hc3_law_0010_human,hc3_law_0010,HC3-Chinese,law,train,human_hc3,0,2012年1月25日她自己耍小性子从楼跳下来，现在问我要十万块做为治疗，但是我没有，她要和我离婚，并且要把父母买给我的新房卖了，我想问她有这个权力吗,夫妻间具有相互扶养的义务，夫妻一方生活困难，另一方有救助的义务；父母购买的房子，也要具体看是婚前购买还是婚后购买，婚后购买若无明确约定为某一个人所有的，视为对夫妻双方的赠予，是共同财产，共有财产的处分双方权利是平等的，一方无权擅自处分。
hc3_law_0010_chatgpt,hc3_law_0010,HC3-Chinese,law,train,chatgpt_hc3,1,2012年1月25日她自己耍小性子从楼跳下来，现在问我要十万块做为治疗，但是我没有，她要和我离婚，并且要把父母买给我的新房卖了，我想问她有这个权力吗,我很抱歉，但是我无法为您提供法律建议。在这种情况下，建议您寻求专业的法律帮助。您可以联系当地的法律援助机构或者请一位律师为您提供建议。这些机构或律师可以帮助您了解您在这种情况下的权利和义务，并为您提供有关如何处理这种情况的指导。
hc3_law_0011_human,hc3_law_0011,HC3-Chinese,law,train,human_hc3,0,因讨要债务，把人关在屋子里26小时，没有造成伤害。是否构成非法拘禁罪？,如果限制对方人身自由，涉嫌非法拘禁。建议用其他合法途径解决问题和争议。
hc3_law_0011_chatgpt,hc3_law_0011,HC3-Chinese,law,train,chatgpt_hc3,1,因讨要债务，把人关在屋子里26小时，没有造成伤害。是否构成非法拘禁罪？,根据你所描述的情况，这可能构成非法拘禁罪。在大多数司法管辖区，非法拘禁是指在没有合法理由的情况下限制他人的自由移动或拘留他人，并且这种行为通常是故意的。在你所描述的情况中，人被关在屋子里26小时，且没有给予他们合法的理由，这可能被视为故意的非法拘禁。 但是，这需要进一步的法律分析才能确定。国家的法律可能有所不同，因此建议你寻求当地的法律咨询，以了解你所在地的法律如何处理这种情况。
hc3_law_0012_human,hc3_law_0012,HC3-Chinese,law,train,human_hc3,0,http://www.110.com/ask/question-1822025.html这是我的最新记录！你们帮我想想办法,1、可以报案，公安会给一份报案回执单，然后你持报案回执单与淘宝沟通；2、可能在你当地报案
hc3_law_0012_chatgpt,hc3_law_0012,HC3-Chinese,law,train,chatgpt_hc3,1,http://www.110.com/ask/question-1822025.html这是我的最新记录！你们帮我想想办法,"I'm sorry, but I am unable to access external websites or interpret the information provided in the link you shared. Can you please provide more context or clarify your question? I will do my best to assist you to the best of my abilities."
hc3_law_0013_human,hc3_law_0013,HC3-Chinese,law,train,human_hc3,0,我朋友二年前因盗窃罪已被立案，取保候审期间跑了，现在投案自首已快3个月了（案件已于6月20日左右移送检察院），请问到法院开庭宣判还要多长时间啊,在检察院阶段一般一个月，最长不超过一个半月，到法院起诉书送达被告本人后一般10天后开庭，其法院一般在一个月内判决
hc3_law_0013_chatgpt,hc3_law_0013,HC3-Chinese,law,train,chatgpt_hc3,1,我朋友二年前因盗窃罪已被立案，取保候审期间跑了，现在投案自首已快3个月了（案件已于6月20日左右移送检察院），请问到法院开庭宣判还要多长时间啊,我很抱歉，但我无法给您准确的时间。法庭宣判的时间可能会因许多因素而异，例如案件的复杂程度、法庭的案件负荷、法庭执行的程序和其他一些因素。您可以联系当地的法庭或者检察院了解更多信息。在您投案自首后，可能会有一些法律程序需要跟进，例如调查、审查、起诉等，这些程序都可能会影响法庭宣判的时间。希望这对您有所帮助。
hc3_law_0014_human,hc3_law_0014,HC3-Chinese,law,train,human_hc3,0,我公司与乌克兰某公司签署谷物进口合同，该合同没有约定适用哪国法律，仅约定如发生争议在英国依据谷物和饲料贸易协会的仲裁规则进行仲裁。那么请问该合同适用哪国法律？,适用国际仲裁规则，和我们国家和对方国家的法律无关。
hc3_law_0014_chatgpt,hc3_law_0014,HC3-Chinese,law,train,chatgpt_hc3,1,我公司与乌克兰某公司签署谷物进口合同，该合同没有约定适用哪国法律，仅约定如发生争议在英国依据谷物和饲料贸易协会的仲裁规则进行仲裁。那么请问该合同适用哪国法律？,如果合同没有约定适用哪国法律，则通常会按照国际商事法的规定来确定适用的法律。在这种情况下，可能会使用议定法的原则，即由当事人自愿选择的法律适用于合同。 因此，在没有明确约定的情况下，该合同可能适用英国法律。这是因为英国是合同中提到的仲裁机构所在的国家，而且当事人之间选择了使用英国的仲裁规则。 但是，也可能会使用其他法律来确定适用的法律，这取决于具体情况。例如，如果当事人都是乌克兰公司，则可能会使用乌克兰法律。如果当事人都是英国公司，则可能会使用英国法律。 因此，在没有明确约定的情况下，适用的法律是不确定的，需要考虑具体情况来确定。建议您寻求专业法律咨询，以确定适用的法律。
hc3_law_0015_human,hc3_law_0015,HC3-Chinese,law,train,human_hc3,0,我一个朋友上班期间和一个同事闹着玩导致他小臂骨折，谁知道他报的是工伤，我朋友做的证人，（因为我朋友当时也很害怕毕竟骨折了，手术费大概四万左右）现在想问一下如果被发现有什么后果啊，,工伤需要经过劳动和社保机构认定的，如果发现假报工伤的，认定机构可以撤销原认定的。
hc3_law_0015_chatgpt,hc3_law_0015,HC3-Chinese,law,train,chatgpt_hc3,1,我一个朋友上班期间和一个同事闹着玩导致他小臂骨折，谁知道他报的是工伤，我朋友做的证人，（因为我朋友当时也很害怕毕竟骨折了，手术费大概四万左右）现在想问一下如果被发现有什么后果啊，,! network error There was an error generating a response
hc3_law_0016_human,hc3_law_0016,HC3-Chinese,law,train,human_hc3,0,律师你好，请问一个法律问题。有个朋友借我钱，先让我把钱转到他表弟的支付宝里，他表弟再取出来给他，推脱一年多未还，他表弟是否可以作为第二被告，依据是什么,即使作为第二被告，案件最终的结果应该是不会支持判决他表弟承担责任
hc3_law_0016_chatgpt,hc3_law_0016,HC3-Chinese,law,train,chatgpt_hc3,1,律师你好，请问一个法律问题。有个朋友借我钱，先让我把钱转到他表弟的支付宝里，他表弟再取出来给他，推脱一年多未还，他表弟是否可以作为第二被告，依据是什么,根据中国的法律，在您向朋友借款时，如果朋友未能按照约定偿还借款，您可以向法院起诉朋友要求偿还借款。在起诉过程中，您可以将朋友的表弟作为被告，如果表弟拥有相关的财产并且您能够证明表弟的财产是由朋友转移给表弟的，那么您可以要求法院从表弟的财产中扣除欠款以偿还您的借款。 但是，在这种情况下，您需要充分证明表弟拥有相关的财产，以及表弟的财产是由朋友转移给表弟的。您可以出示支付宝的转账记录或其他相关的证据来证明这一点。 此外，在起诉表弟的情况下，您也应该注意到，表弟可能会辩称自己并不是朋友的代理人或受托人，并且表弟可能不承担任何责任。因此，在起诉前，您应该仔细考虑这些因素，并准备充分的证据来证明表弟的责任。
hc3_law_0017_human,hc3_law_0017,HC3-Chinese,law,train,human_hc3,0,刚交半年的房屋。房屋地基下沉 引起的主体墙裂缝。按揭买的房，贷款2个月没还了这样可以吗？有什么利弊吗？ 找了开发商，只给修。,贷款应按期归还。与开发商协商不成的可诉讼解决。
hc3_law_0017_chatgpt,hc3_law_0017,HC3-Chinese,law,train,chatgpt_hc3,1,刚交半年的房屋。房屋地基下沉 引起的主体墙裂缝。按揭买的房，贷款2个月没还了这样可以吗？有什么利弊吗？ 找了开发商，只给修。,在这种情况下，我建议你应该尽快联系你的房屋开发商，并告诉他们你的房屋存在地基下沉和主体墙裂缝的问题。如果你已经找过开发商了，但他们只愿意修理而不解决根本问题，你可以考虑寻求法律帮助。 你可以联系当地房屋消费者协会或其他消费者组织寻求帮助。如果你觉得你的权益受到了侵害，你也可以考虑向当地法院提起诉讼。 在这种情况下，你有权要求开发商解决问题，并且你也有权要求获得相应的赔偿。不过，在提起诉讼之前，你应该先尽力协商解决问题，以免引起不必要的纠纷。 至于你的贷款，如果你由于房屋的问题无法偿还贷款，你可以联系你的贷款机构，告诉他们你的房屋存在的问题，并请求延期还款。不过，这种情况下，你应该尽快解决房屋的问题，以避免对你的信用造成更大的影响。
hc3_law_0018_human,hc3_law_0018,HC3-Chinese,law,train,human_hc3,0,两年前我出了交通事故落下残疾生活不能自理，我老婆不但不照顾我还整天不见踪影，当初撞我的人赔给的20万也在她手上，现在她要和我离婚想把钱拿走怎么办？,根据《婚姻法》第十八条第二款规定，您因为交通事故而获得的残疾赔偿金、医疗费等赔偿费用属于您个个人财产，即使离婚了您老婆也无权分割。
hc3_law_0018_chatgpt,hc3_law_0018,HC3-Chinese,law,train,chatgpt_hc3,1,两年前我出了交通事故落下残疾生活不能自理，我老婆不但不照顾我还整天不见踪影，当初撞我的人赔给的20万也在她手上，现在她要和我离婚想把钱拿走怎么办？,我很抱歉听到您遇到了这么困难的情况。在这种情况下，建议您考虑寻求法律帮助。您可以向当地法院提出离婚请求，并要求在离婚过程中保护您的权益。在离婚过程中，法院将考虑您的财产分配和生活费用的问题，以及您是否需要提供赡养费。您也可以向当地法律援助机构寻求帮助，他们可以为您提供免费的法律咨询和帮助。在此期间，您也可以向家庭成员或朋友寻求帮助，以确保您的基本生活需求得到满足。
hc3_law_0019_human,hc3_law_0019,HC3-Chinese,law,train,human_hc3,0,您好，淘宝天猫商场购买豆浆机，商家未开发票，问题1、商家不开具发票是否违法，存在偷税漏税行为，能否投诉举报，在哪投诉？ 2、收货一个月后是否能索要发票 谢谢！,不开发票属于偷税行为，可以到税务部门投诉，可以继续索要发票
hc3_law_0019_chatgpt,hc3_law_0019,HC3-Chinese,law,train,chatgpt_hc3,1,您好，淘宝天猫商场购买豆浆机，商家未开发票，问题1、商家不开具发票是否违法，存在偷税漏税行为，能否投诉举报，在哪投诉？ 2、收货一个月后是否能索要发票 谢谢！,在中国大陆，根据《中华人民共和国发票管理条例》的规定，商家应当在售出货物或者提供服务时，向购买方开具发票。如果商家没有开具发票，则可能存在偷税漏税的行为。 如果您想举报这种情况，可以拨打国家税务总局纳税信用管理信息中心的纳税信用热线：12366，或者拨打当地税务局的纳税服务热线。您也可以通过网络举报，国家税务总局纳税信用管理信息中心有一个“12321”举报网站，您可以在该网站上提交举报信息。 如果您想要在收货一个月后索要发票，您可以联系商家要求开具发票。根据相关法律规定，商家有义务为购买方开具发票，因此商家应该会给您开具发票。但是，如果商家拒绝开具发票，您可以尝试联系当地税务局进行投诉。
hc3_law_0020_human,hc3_law_0020,HC3-Chinese,law,train,human_hc3,0,朋友找我借钱，把工资本压在我这，说每月开支我把工资领了，领到钱还清为止，可到了开资领工资时候我去银行取钱，这工资卡挂失了。在找他还钱总是拖着,没有恶意躲债下落不明还不够诈骗呢？尽快固定证据起诉同时冻结工资账户吧。
hc3_law_0020_chatgpt,hc3_law_0020,HC3-Chinese,law,train,chatgpt_hc3,1,朋友找我借钱，把工资本压在我这，说每月开支我把工资领了，领到钱还清为止，可到了开资领工资时候我去银行取钱，这工资卡挂失了。在找他还钱总是拖着,如果你的朋友已经清偿了所欠的债务，那么你就没有必要再追着他还钱了。但是如果他还没有清偿债务，那么你可以考虑采取一些措施来维护自己的权益。 首先，你可以通过跟他沟通来解决问题。尽量让他意识到自己的责任，并告诉他你的想法和期望。如果他真的是因为一些原因不能还钱，那么你可以协商一个合理的还款计划。如果他愿意，你也可以考虑写一份借款协议，记录下借款的条件和还款方式。 如果他不愿意解决问题或者跟你沟通无效，你可以考虑联系当地的消费者协会或者法律援助中心，寻求法律帮助。你也可以考虑向人民法院提起诉讼，要求债务人履行债务。 总之，在处理债务问题时，应该尽量采用协商解决的方式，如果必要，也可以寻求法律援助。
hc3_law_0021_human,hc3_law_0021,HC3-Chinese,law,train,human_hc3,0,2015年一月发生交通事故，已经报警，事故责任书我八对方二，我方双腿粉碎性骨折，现已住院三个月余，手术已做，未作伤残鉴定，何时做合适？对方只有抢险，我方只商业险，如何赔偿？谢谢,伤情稳定后可以申请伤残鉴定，一般是3到6个月。按照责任比例承担赔偿责任
