model,test_set,sample_id,question_id,domain,variant,pair_variant,label,prediction,ai_probability,question,text_preview
hc3_mixed_tfidf_logreg,deepseek_casual_rewrite,hc3_open_qa_0087_deepseek_casual_rewrite__pair_deepseek_casual_rewrite,hc3_open_qa_0087,open_qa,deepseek_casual_rewrite,deepseek_casual_rewrite,1,0,0.2129,香港台湾澳门使用拼音吗？他们用什么输入法？,香港、台湾和澳门用的拼音不太一样。香港澳门那边主要是粤语拼音，台湾是注音符号和通用拼音。输入法的话，香港澳门用仓颉、速成或者粤拼，台湾用注音或者仓颉。
hc3_mixed_tfidf_logreg,deepseek_casual_rewrite,hc3_nlpcc_dbqa_0088_deepseek_casual_rewrite__pair_deepseek_casual_rewrite,hc3_nlpcc_dbqa_0088,nlpcc_dbqa,deepseek_casual_rewrite,deepseek_casual_rewrite,1,0,0.2170,香港会议展览中心会展2期的屋顶的是由什么建成的，形状是什么？,香港会议展览中心会展2期的屋顶是用铝做的，形状是弧形的，看起来像海鸟展翅，挺有特色的。
hc3_mixed_tfidf_logreg,deepseek_casual_rewrite,hc3_medicine_0085_deepseek_casual_rewrite__pair_deepseek_casual_rewrite,hc3_medicine_0085,medicine,deepseek_casual_rewrite,deepseek_casual_rewrite,1,0,0.2195,丙肝可以治愈吗？ 怀孕时候查出丙肝，后去公共卫生中心查病毒为七次方，医生建议破腹产不要母乳，现刚满月,丙肝能治好。现在主要用直接抗病毒药，一般吃两三个月，治愈率很高，95%以上。你怀孕时病毒量那么高（七次方），医生让你剖腹产、别喂母乳是对的，能减少传给孩子。等生完孩子，最好去查查肝功能和病毒量，找专科医生看看怎么用药。
hc3_mixed_tfidf_logreg,deepseek_casual_rewrite,hc3_psychology_0089_deepseek_casual_rewrite__pair_deepseek_casual_rewrite,hc3_psychology_0089,psychology,deepseek_casual_rewrite,deepseek_casual_rewrite,1,0,0.2228,男友有角色扮演乱伦的性癖好，怕他越来越严重怎么办？,其实性癖好挺正常的，但乱伦角色扮演这个确实有点让人担心。你可以先跟他好好聊聊，问问他为啥喜欢这个，是不是有什么心理原因。如果他自己也觉得困扰，最好找心理咨询师看看。如果你心里不踏实，也可以一起去做情侣咨询，聊聊你们能接受什么、不能接受什么。
hc3_mixed_tfidf_logreg,deepseek_casual_rewrite,hc3_open_qa_0085_deepseek_casual_rewrite__pair_deepseek_casual_rewrite,hc3_open_qa_0085,open_qa,deepseek_casual_rewrite,deepseek_casual_rewrite,1,0,0.2243,关于梵高的传记《渴望生活》表达了梵高对生活怎样的“渴望”？,《渴望生活》里，梵高对生活的渴望就是那种特别强烈的、想要抓住一切的感觉。他拼命画画，哪怕没人买他的画，哪怕穷得吃不起饭，还是停不下来。他渴望用颜色表达心里那些翻涌的情绪，渴望别人能看懂他，渴望在那些麦田和星空里找到一点存在的意义。
hc3_mixed_tfidf_logreg,deepseek_casual_rewrite,hc3_open_qa_0089_deepseek_casual_rewrite__pair_deepseek_casual_rewrite,hc3_open_qa_0089,open_qa,deepseek_casual_rewrite,deepseek_casual_rewrite,1,0,0.2290,如何评价刘仲敬在一席的演讲《缺少土豪的世界》？,刘仲敬那场《缺少土豪的世界》的演讲，讲的是他怎么看“土豪”这个东西。他觉得以前的土豪其实是地方上的精英，管着村里的事，还帮着传文化，搞自治。但后来国家权力越来越大，土豪就没了，社会也散了。他这套想法挺偏向自由主义的，觉得自发的秩序比上面设计的好。不过他把土豪说得太好了，好像他们从来不欺负人似的。总的来说，观点有意思但争议也大，听听就行，别全信。
hc3_mixed_tfidf_logreg,deepseek_casual_rewrite,hc3_psychology_0087_deepseek_casual_rewrite__pair_deepseek_casual_rewrite,hc3_psychology_0087,psychology,deepseek_casual_rewrite,deepseek_casual_rewrite,1,0,0.2369,男友条件不好，但是他对我很好，我该不该和他结婚？,男朋友条件一般，但对我挺上心的，要不要结婚呢？我觉得得看看他有没有上进心，以后能不能一起努力。结婚不光是感情，经济啊、家里意见啊都得考虑。最好跟他好好聊聊，看他愿不愿意为未来打拼。如果你觉得能接受现在的经济状况，感情也深，那可以试试。不然还是再想想吧。
hc3_mixed_tfidf_logreg,deepseek_casual_rewrite,hc3_law_0090_deepseek_casual_rewrite__pair_deepseek_casual_rewrite,hc3_law_0090,law,deepseek_casual_rewrite,deepseek_casual_rewrite,1,0,0.2418,我买了一台滚筒洗衣机，无质量问题，已经5天了，想退货可以吗？,法律上，你买的洗衣机没质量问题，但才用了5天，还在7天无理由退货期内。根据规定，只要商品完好，不影响二次销售，就能退货。赶紧联系卖家吧，别超过7天。
hc3_mixed_tfidf_logreg,deepseek_casual_rewrite,hc3_open_qa_0088_deepseek_casual_rewrite__pair_deepseek_casual_rewrite,hc3_open_qa_0088,open_qa,deepseek_casual_rewrite,deepseek_casual_rewrite,1,0,0.2470,最近我每天晚上吃一个不知会长胖吗 吃玉米长胖吗最近我每天晚上吃一个玉米不知会长胖吗,我每天晚上都会吃一根玉米，应该不会长胖吧？玉米是粗粮，纤维多，热量也不高，吃完还挺饱的。不过别吃太多别的高热量东西就行。
hc3_mixed_tfidf_logreg,deepseek_adversarial_rewrite,hc3_nlpcc_dbqa_0091_deepseek_adversarial_rewrite__pair_deepseek_adversarial_rewrite,hc3_nlpcc_dbqa_0091,nlpcc_dbqa,deepseek_adversarial_rewrite,deepseek_adversarial_rewrite,1,0,0.1087,日本国铁201系电力动车组什么时候退役的？,日本国铁那款201系电力动车组啊，2011年3月就停运了，它1979年就上路了，一直跑通勤线，后来就没了。
hc3_mixed_tfidf_logreg,deepseek_adversarial_rewrite,hc3_psychology_0087_deepseek_adversarial_rewrite__pair_deepseek_adversarial_rewrite,hc3_psychology_0087,psychology,deepseek_adversarial_rewrite,deepseek_adversarial_rewrite,1,0,0.1220,男友条件不好，但是他对我很好，我该不该和他结婚？,他工资不高，家里也帮不上啥，但对我好得没话说。我纠结要不要嫁。其实吧，关键看他有没有奔头，愿不愿意拼。婚姻不是光靠喜欢，钱和两家看法也得想清楚。我打算跟他说说以后怎么过，看他是不是真会努力。要是他能让我看到希望，我也能扛得住穷，那就结。否则，还是算了吧。
hc3_mixed_tfidf_logreg,deepseek_adversarial_rewrite,hc3_nlpcc_dbqa_0085_deepseek_adversarial_rewrite__pair_deepseek_adversarial_rewrite,hc3_nlpcc_dbqa_0085,nlpcc_dbqa,deepseek_adversarial_rewrite,deepseek_adversarial_rewrite,1,0,0.1266,金城大学短期大学部在1984年新增了哪个学科？,1984年的时候，金城大学短期大学部搞了个新学科，就是幼儿教育，那会儿正好缺幼师，他们就开了这个专业。
hc3_mixed_tfidf_logreg,deepseek_adversarial_rewrite,hc3_nlpcc_dbqa_0090_deepseek_adversarial_rewrite__pair_deepseek_adversarial_rewrite,hc3_nlpcc_dbqa_0090,nlpcc_dbqa,deepseek_adversarial_rewrite,deepseek_adversarial_rewrite,1,0,0.1309,湖北中医药大学是由哪个学校演变来的？,你问湖北中医药大学啊，它最早是1954年那会儿建的湖北省中医进修学校，后来改名叫湖北省中医学院，再后来叫湖北中医学院，一直到2010年才改成现在这个名字的。
hc3_mixed_tfidf_logreg,deepseek_adversarial_rewrite,hc3_open_qa_0085_deepseek_adversarial_rewrite__pair_deepseek_adversarial_rewrite,hc3_open_qa_0085,open_qa,deepseek_adversarial_rewrite,deepseek_adversarial_rewrite,1,0,0.1358,关于梵高的传记《渴望生活》表达了梵高对生活怎样的“渴望”？,梵高在《渴望生活》里到底渴望啥？说白了就是活着——那种痛痛快快、把心掏出来画画的日子。他不在乎饿肚子，不在乎别人骂他疯子，他就是想用颜料把太阳、麦田、星空全都砸在画布上。他渴望的不光是艺术，更是有人能穿过那些扭曲的笔触，看到里头那个孤独得要命的自己。
hc3_mixed_tfidf_logreg,deepseek_adversarial_rewrite,hc3_psychology_0090_deepseek_adversarial_rewrite__pair_deepseek_adversarial_rewrite,hc3_psychology_0090,psychology,deepseek_adversarial_rewrite,deepseek_adversarial_rewrite,1,0,0.1523,自己喜欢上了个女孩子 却不知道怎么办,哎，喜欢个女生但完全懵了。我上次也是，先加微信聊日常，比如她发朋友圈就评论下。别一上来就表白啊，先混熟再说，看她回消息热不热情。
hc3_mixed_tfidf_logreg,deepseek_adversarial_rewrite,hc3_open_qa_0089_deepseek_adversarial_rewrite__pair_deepseek_adversarial_rewrite,hc3_open_qa_0089,open_qa,deepseek_adversarial_rewrite,deepseek_adversarial_rewrite,1,0,0.1608,如何评价刘仲敬在一席的演讲《缺少土豪的世界》？,我看了刘仲敬那个演讲，讲《缺少土豪的世界》。他的意思啊，就是以前那种土豪，其实挺有用的，管村里的事，还传文化，搞自治。后来国家管得多了，土豪就没了，社会也变成一盘散沙。他说得挺有道理，但我觉得他把土豪想得太好了，好像他们从来不做坏事一样。反正他的想法就是觉得自由发展比政府管好，听着新鲜，但别全信，得自己想想。
hc3_mixed_tfidf_logreg,deepseek_adversarial_rewrite,hc3_open_qa_0090_deepseek_adversarial_rewrite__pair_deepseek_adversarial_rewrite,hc3_open_qa_0090,open_qa,deepseek_adversarial_rewrite,deepseek_adversarial_rewrite,1,0,0.1610,就想知道神雕侠侣的天下第一武道会好不？ 就想知道神雕侠侣的天下第一武道会好不好玩？,你说《神雕侠侣》里有天下第一武道会？我咋没印象呢。这书讲的是杨过和小龙女谈恋爱，还有他们跟别人打架的事，可没搞什么武道会啊。你是不是把别的书里的情节记混了？
hc3_mixed_tfidf_logreg,deepseek_adversarial_rewrite,hc3_open_qa_0088_deepseek_adversarial_rewrite__pair_deepseek_adversarial_rewrite,hc3_open_qa_0088,open_qa,deepseek_adversarial_rewrite,deepseek_adversarial_rewrite,1,0,0.1696,最近我每天晚上吃一个不知会长胖吗 吃玉米长胖吗最近我每天晚上吃一个玉米不知会长胖吗,哎最近每晚啃根玉米，怕怕胖。其实玉米热量不算高啦，纤维多顶饱。但要是白天吃一堆炸鸡奶茶，那晚上啃玉米也救不了，对吧？
hc3_mixed_tfidf_logreg,deepseek_adversarial_rewrite,hc3_medicine_0087_deepseek_adversarial_rewrite__pair_deepseek_adversarial_rewrite,hc3_medicine_0087,medicine,deepseek_adversarial_rewrite,deepseek_adversarial_rewrite,1,0,0.1796,怀孕一个月左右做人流可以吗？ 我怀上大概有一个月，想做人流手术，怀上一个月左右做人流可以吗？,一个月左右怀孕了，能做人流吗？得先去医院拍B超，看看是不是在子宫里怀孕，还有宝宝多大了。赶紧去正规医院，医生会告诉你怎么做。最好在6到10周做，早了晚了都不好。做完手术多躺躺，别忘了复查。
hc3_mixed_tfidf_logreg,deepseek_adversarial_rewrite,hc3_finance_0087_deepseek_adversarial_rewrite__pair_deepseek_adversarial_rewrite,hc3_finance_0087,finance,deepseek_adversarial_rewrite,deepseek_adversarial_rewrite,1,0,0.1813,从步*街坐几路公交车可以到龙岗区百鸽路口招商银*,步*街那边啊，你坐M267，到百鸽笼下，走一小段路，招商银行就在百鸽路口。车次挺密的，别等太久。
hc3_mixed_tfidf_logreg,deepseek_adversarial_rewrite,hc3_medicine_0090_deepseek_adversarial_rewrite__pair_deepseek_adversarial_rewrite,hc3_medicine_0090,medicine,deepseek_adversarial_rewrite,deepseek_adversarial_rewrite,1,0,0.1874,要是孩子扁桃体炎症会发生哪些表现 男宝，刚满3个月，一开始，说嗓子喝水都觉得疼，察觉到，咳嗽好像也比较严重，另外，有点发烧也没精神，请问：要是孩子扁桃体炎症会发生哪些表现。,我家娃三个月大，扁桃体发炎就嗓子疼，喝水都喊疼，咳嗽挺厉害，还发烧没精神。小婴儿症状不太明显，得赶紧去医院，别自己瞎吃药。
hc3_mixed_tfidf_logreg,deepseek_adversarial_rewrite,hc3_nlpcc_dbqa_0087_deepseek_adversarial_rewrite__pair_deepseek_adversarial_rewrite,hc3_nlpcc_dbqa_0087,nlpcc_dbqa,deepseek_adversarial_rewrite,deepseek_adversarial_rewrite,1,0,0.1898,山梨英和短期大学在哪一年建立？,你知道吗？山梨英和短期大学其实是在1967年建校的，最开始叫山梨英和女子短期大学，直到2001年才改了名，就在日本山梨县那边，是个私立的短期大学。
hc3_mixed_tfidf_logreg,deepseek_adversarial_rewrite,hc3_medicine_0086_deepseek_adversarial_rewrite__pair_deepseek_adversarial_rewrite,hc3_medicine_0086,medicine,deepseek_adversarial_rewrite,deepseek_adversarial_rewrite,1,0,0.1904,甘油三脂12.4要吃药吗 体检甘油三酯12.4,我查了，甘油三酯12.4，这数值太高了，搞不好会得胰腺炎。赶紧去医院吧，医生会给开药，像非诺贝特那种。记得吃清淡点，多动动。别自己瞎买药吃，得让大夫看。
hc3_mixed_tfidf_logreg,deepseek_adversarial_rewrite,hc3_law_0086_deepseek_adversarial_rewrite__pair_deepseek_adversarial_rewrite,hc3_law_0086,law,deepseek_adversarial_rewrite,deepseek_adversarial_rewrite,1,0,0.1937,个人与个人之间签署的网络小说版权转让协议有法律效应吗？,俩普通人签个网络小说版权转让的合同，只要都成年、脑子清醒、没被逼着签，也没有违法条款，那这个合同就是有效的。最好白纸黑字写明白到底转哪些权利，不然以后容易吵架。
hc3_mixed_tfidf_logreg,deepseek_adversarial_rewrite,hc3_finance_0089_deepseek_adversarial_rewrite__pair_deepseek_adversarial_rewrite,hc3_finance_0089,finance,deepseek_adversarial_rewrite,deepseek_adversarial_rewrite,1,0,0.1938,农村自建房能用公积金贷款吗,我老家那边想用公积金贷款盖房，结果问了一圈说不行。公积金好像主要是给城里人买房或者翻新用的，得走正规审批流程。农村的地属于集体，手续没那么全，所以贷不了。你要是想确认，还得去当地公积金中心问问，他们说了才算数。
hc3_mixed_tfidf_logreg,deepseek_adversarial_rewrite,hc3_medicine_0091_deepseek_adversarial_rewrite__pair_deepseek_adversarial_rewrite,hc3_medicine_0091,medicine,deepseek_adversarial_rewrite,deepseek_adversarial_rewrite,1,0,0.1941,剖腹产后第三天有轻微咳嗽如何救治 您好医生，想进行咨询下剖腹产后第三天有轻微咳，医生考量母乳喂养，没看重，只让家属买了鲜竹沥，然后第三天咳有点严重，医生又让买了甘草片，第三天又加重点让买了枇杷露，第四天更严重了，才给我输液时候加了救治咳的，,剖腹产完第三天咳，后来成肺炎了，省医院说等结核结果。晚上睡觉盖被子就烧得厉害，汗多睡不好，不盖又怕落下病。你问问医生咋整，别自己瞎弄。
hc3_mixed_tfidf_logreg,deepseek_adversarial_rewrite,hc3_psychology_0089_deepseek_adversarial_rewrite__pair_deepseek_adversarial_rewrite,hc3_psychology_0089,psychology,deepseek_adversarial_rewrite,deepseek_adversarial_rewrite,1,0,0.1941,男友有角色扮演乱伦的性癖好，怕他越来越严重怎么办？,他喜欢玩乱伦角色扮演，你怕他越来越过火对吧？这事得摊开来谈，别憋着。问问他是不是压力大或者小时候有啥经历，要是他自己也怕控制不住，赶紧找心理咨询。你要是心里没底，就拉他一起做情侣咨询，把底线划清楚。别自己瞎想，专业的事交给专业的人。
hc3_mixed_tfidf_logreg,deepseek_adversarial_rewrite,hc3_finance_0085_deepseek_adversarial_rewrite__pair_deepseek_adversarial_rewrite,hc3_finance_0085,finance,deepseek_adversarial_rewrite,deepseek_adversarial_rewrite,1,0,0.1942,你好，我是未成年人有工作，有身份证想借贷3000块钱可以吗？,我16岁打工能借3000吗？有身份证。但银行说未成年不行，得家长签字。我爸妈不同意，网上那些贷款靠谱吗？急用钱买手机，有啥办法不？
hc3_mixed_tfidf_logreg,deepseek_adversarial_rewrite,hc3_finance_0088_deepseek_adversarial_rewrite__pair_deepseek_adversarial_rewrite,hc3_finance_0088,finance,deepseek_adversarial_rewrite,deepseek_adversarial_rewrite,1,0,0.1992,网上怎么秒借3000,网上秒到3000？正规渠道找银行或持牌机构，别信那些秒批广告。合同里利率费用得盯紧，高利贷和诈骗多的是。先掂量下自己还不还得起，别冲动。
clean_aligned_mixed_tfidf_logreg,hc3_chatgpt,hc3_finance_0089_human_hc3__pair_chatgpt_hc3,hc3_finance_0089,finance,human_hc3,chatgpt_hc3,0,1,0.7720,农村自建房能用公积金贷款吗,各地公积金政策有所不同，建议通过官网查询或者咨询当地公积金管理中心，官方电话是12#29.
clean_aligned_mixed_tfidf_logreg,hc3_chatgpt,hc3_finance_0092_human_hc3__pair_chatgpt_hc3,hc3_finance_0092,finance,human_hc3,chatgpt_hc3,0,1,0.7720,崇左公积金能在南*查询打印吗,各地公积金政策有所不同，建议通过官网查询或者咨询当地公积金管理中心，官方电话是12#29.
clean_aligned_mixed_tfidf_logreg,hc3_chatgpt,hc3_law_0089_human_hc3__pair_chatgpt_hc3,hc3_law_0089,law,human_hc3,chatgpt_hc3,0,1,0.7361,我的哥哥在建筑工地的工棚里死亡.是早上8点20分.是在上班时间.请问这是工亡吗？建筑公司说不是.我也没有钱请律师.该怎么办？还没领过工资.上班时间也不长.没有劳动合同.也没有买保险.谁能帮助我！,应当属于工亡，这种情况最好先报警，有警察的询问记录方便后期处理赔偿问题。
clean_aligned_mixed_tfidf_logreg,hc3_chatgpt,hc3_psychology_0092_human_hc3__pair_chatgpt_hc3,hc3_psychology_0092,psychology,human_hc3,chatgpt_hc3,0,1,0.7139,想了解语音、视频、面对面咨询的区别,你好，虽然你的生活屡受挫折，可看得出来，你是一个有着坚强意志力的人，从未放弃希望和努力，这很不容易也很珍贵，给你一个大大的👍。 1、视频咨询是选择合适的视频平台，你和咨询师都可以看见彼此，常用的是QQ视频或者微信视频，对网速的要求较高，如果不流畅会很影响咨询过程。是介入面对面和语音之间的一种咨询 2、语音咨询：用微信通话或者打电话的方式，如果打电话一般要求来
clean_aligned_mixed_tfidf_logreg,hc3_chatgpt,hc3_nlpcc_dbqa_0090_human_hc3__pair_chatgpt_hc3,hc3_nlpcc_dbqa_0090,nlpcc_dbqa,human_hc3,chatgpt_hc3,0,1,0.7069,湖北中医药大学是由哪个学校演变来的？,前身是成立于1954年的湖北省中医进修学校，是湖北省唯一一所高等中医药本科院校，国家教育部本科教学工作水平合格评估优秀学校。
clean_aligned_mixed_tfidf_logreg,hc3_chatgpt,hc3_psychology_0091_human_hc3__pair_chatgpt_hc3,hc3_psychology_0091,psychology,human_hc3,chatgpt_hc3,0,1,0.6794,吞口水影响别人，怎么改掉？,能够看到楼主在极其认真地陈述这个现象，以至于写得非常详细，而且还有论点、论据和论证，最后评论处的结尾，还归结了几类人和几类问题，收尾的地方再次印证了自己的观点，前呼后应，逻辑清晰。 这就让我想起了早些年比较流行的一个实验，在一张白纸上点一个小黑点。当猛然间把这种白纸放在你面前时，多数人都会说，哦，一张白纸而已啊；但当旁边有人在提醒你，看，正中间有个小黑点，看
clean_aligned_mixed_tfidf_logreg,hc3_chatgpt,hc3_law_0086_human_hc3__pair_chatgpt_hc3,hc3_law_0086,law,human_hc3,chatgpt_hc3,0,1,0.6606,个人与个人之间签署的网络小说版权转让协议有法律效应吗？,——至于不违反法律的规定，双方意思一致自愿签署的，具有法律效力。
clean_aligned_mixed_tfidf_logreg,hc3_chatgpt,hc3_nlpcc_dbqa_0091_chatgpt_hc3__pair_chatgpt_hc3,hc3_nlpcc_dbqa_0091,nlpcc_dbqa,chatgpt_hc3,chatgpt_hc3,1,0,0.6016,日本国铁201系电力动车组什么时候退役的？,日本国铁（日本国有铁道公司）的201系电力动车组于2005年开始投入使用，是日本国铁用来运营中速列车的一种电力动车组。在近几年，日本国铁已经逐步淘汰了201系电力动车组，并开始使用新型电力动车组。根据日本国铁的计划，201系电力动车组将在2022年前后完全退役。
clean_aligned_mixed_tfidf_logreg,deepseek_original,hc3_finance_0089_human_hc3__pair_deepseek_original,hc3_finance_0089,finance,human_hc3,deepseek_original,0,1,0.7720,农村自建房能用公积金贷款吗,各地公积金政策有所不同，建议通过官网查询或者咨询当地公积金管理中心，官方电话是12#29.
clean_aligned_mixed_tfidf_logreg,deepseek_original,hc3_finance_0092_human_hc3__pair_deepseek_original,hc3_finance_0092,finance,human_hc3,deepseek_original,0,1,0.7720,崇左公积金能在南*查询打印吗,各地公积金政策有所不同，建议通过官网查询或者咨询当地公积金管理中心，官方电话是12#29.
clean_aligned_mixed_tfidf_logreg,deepseek_original,hc3_law_0089_human_hc3__pair_deepseek_original,hc3_law_0089,law,human_hc3,deepseek_original,0,1,0.7361,我的哥哥在建筑工地的工棚里死亡.是早上8点20分.是在上班时间.请问这是工亡吗？建筑公司说不是.我也没有钱请律师.该怎么办？还没领过工资.上班时间也不长.没有劳动合同.也没有买保险.谁能帮助我！,应当属于工亡，这种情况最好先报警，有警察的询问记录方便后期处理赔偿问题。
clean_aligned_mixed_tfidf_logreg,deepseek_original,hc3_psychology_0092_human_hc3__pair_deepseek_original,hc3_psychology_0092,psychology,human_hc3,deepseek_original,0,1,0.7139,想了解语音、视频、面对面咨询的区别,你好，虽然你的生活屡受挫折，可看得出来，你是一个有着坚强意志力的人，从未放弃希望和努力，这很不容易也很珍贵，给你一个大大的👍。 1、视频咨询是选择合适的视频平台，你和咨询师都可以看见彼此，常用的是QQ视频或者微信视频，对网速的要求较高，如果不流畅会很影响咨询过程。是介入面对面和语音之间的一种咨询 2、语音咨询：用微信通话或者打电话的方式，如果打电话一般要求来
clean_aligned_mixed_tfidf_logreg,deepseek_original,hc3_nlpcc_dbqa_0090_human_hc3__pair_deepseek_original,hc3_nlpcc_dbqa_0090,nlpcc_dbqa,human_hc3,deepseek_original,0,1,0.7069,湖北中医药大学是由哪个学校演变来的？,前身是成立于1954年的湖北省中医进修学校，是湖北省唯一一所高等中医药本科院校，国家教育部本科教学工作水平合格评估优秀学校。
clean_aligned_mixed_tfidf_logreg,deepseek_original,hc3_psychology_0091_human_hc3__pair_deepseek_original,hc3_psychology_0091,psychology,human_hc3,deepseek_original,0,1,0.6794,吞口水影响别人，怎么改掉？,能够看到楼主在极其认真地陈述这个现象，以至于写得非常详细，而且还有论点、论据和论证，最后评论处的结尾，还归结了几类人和几类问题，收尾的地方再次印证了自己的观点，前呼后应，逻辑清晰。 这就让我想起了早些年比较流行的一个实验，在一张白纸上点一个小黑点。当猛然间把这种白纸放在你面前时，多数人都会说，哦，一张白纸而已啊；但当旁边有人在提醒你，看，正中间有个小黑点，看
clean_aligned_mixed_tfidf_logreg,deepseek_original,hc3_law_0086_human_hc3__pair_deepseek_original,hc3_law_0086,law,human_hc3,deepseek_original,0,1,0.6606,个人与个人之间签署的网络小说版权转让协议有法律效应吗？,——至于不违反法律的规定，双方意思一致自愿签署的，具有法律效力。
clean_aligned_mixed_tfidf_logreg,deepseek_original,hc3_nlpcc_dbqa_0085_deepseek_original__pair_deepseek_original,hc3_nlpcc_dbqa_0085,nlpcc_dbqa,deepseek_original,deepseek_original,1,0,0.6410,金城大学短期大学部在1984年新增了哪个学科？,金城大学短期大学部在1984年新增了幼儿教育学科，这是该校为适应社会对幼教人才需求而设立的重要专业。
clean_aligned_mixed_tfidf_logreg,deepseek_original,hc3_open_qa_0090_deepseek_original__pair_deepseek_original,hc3_open_qa_0090,open_qa,deepseek_original,deepseek_original,1,0,0.6263,就想知道神雕侠侣的天下第一武道会好不？ 就想知道神雕侠侣的天下第一武道会好不好玩？,《神雕侠侣》是金庸先生的武侠小说，其中并没有“天下第一武道会”这样的情节。小说主要围绕杨过和小龙女的爱情故事展开，以及他们与江湖各派的恩怨纠葛。若您想了解武侠小说中的比武大会，可以参考其他作品。
clean_aligned_mixed_tfidf_logreg,deepseek_original,hc3_open_qa_0087_deepseek_original__pair_deepseek_original,hc3_open_qa_0087,open_qa,deepseek_original,deepseek_original,1,0,0.5814,香港台湾澳门使用拼音吗？他们用什么输入法？,香港、台湾和澳门在拼音使用上存在差异。香港和澳门主要使用粤语拼音，而台湾则使用注音符号和通用拼音。输入法方面，香港和澳门常用仓颉、速成或粤拼输入法，台湾则多用注音输入法或仓颉输入法。
clean_aligned_mixed_tfidf_logreg,deepseek_original,hc3_open_qa_0085_deepseek_original__pair_deepseek_original,hc3_open_qa_0085,open_qa,deepseek_original,deepseek_original,1,0,0.5693,关于梵高的传记《渴望生活》表达了梵高对生活怎样的“渴望”？,《渴望生活》通过梵高对艺术与自然的狂热追求，展现了他对生命本质的渴望。这种渴望不仅体现在他对绘画的执着，更反映在他试图通过色彩与笔触捕捉瞬间永恒、对抗孤独与贫困的精神中。梵高渴望被理解，渴望在苦难中寻找到美与意义，最终将个人痛苦升华为艺术永恒的光辉。
clean_aligned_mixed_tfidf_logreg,deepseek_original,hc3_nlpcc_dbqa_0088_deepseek_original__pair_deepseek_original,hc3_nlpcc_dbqa_0088,nlpcc_dbqa,deepseek_original,deepseek_original,1,0,0.5623,香港会议展览中心会展2期的屋顶的是由什么建成的，形状是什么？,香港会议展览中心会展2期的屋顶采用铝质材料建造，其形状为独特的弧形设计，宛如一只展翅飞翔的海鸟，既美观又具有标志性。
clean_aligned_mixed_tfidf_logreg,deepseek_original,hc3_finance_0087_deepseek_original__pair_deepseek_original,hc3_finance_0087,finance,deepseek_original,deepseek_original,1,0,0.4834,从步*街坐几路公交车可以到龙岗区百鸽路口招商银*,从步*街乘坐M267路公交车，在百鸽笼站下车，步行约200米即可到达龙岗区百鸽路口招商银行。该线路运营时间为06:00-22:00，发车间隔约10分钟。
clean_aligned_mixed_tfidf_logreg,deepseek_original,hc3_nlpcc_dbqa_0091_deepseek_original__pair_deepseek_original,hc3_nlpcc_dbqa_0091,nlpcc_dbqa,deepseek_original,deepseek_original,1,0,0.4889,日本国铁201系电力动车组什么时候退役的？,日本国铁201系电力动车组于2011年3月正式退役，该车型自1979年开始运营，主要用于通勤线路。
clean_aligned_mixed_tfidf_logreg,deepseek_casual_rewrite,hc3_finance_0089_human_hc3__pair_deepseek_casual_rewrite,hc3_finance_0089,finance,human_hc3,deepseek_casual_rewrite,0,1,0.7720,农村自建房能用公积金贷款吗,各地公积金政策有所不同，建议通过官网查询或者咨询当地公积金管理中心，官方电话是12#29.
clean_aligned_mixed_tfidf_logreg,deepseek_casual_rewrite,hc3_finance_0092_human_hc3__pair_deepseek_casual_rewrite,hc3_finance_0092,finance,human_hc3,deepseek_casual_rewrite,0,1,0.7720,崇左公积金能在南*查询打印吗,各地公积金政策有所不同，建议通过官网查询或者咨询当地公积金管理中心，官方电话是12#29.
clean_aligned_mixed_tfidf_logreg,deepseek_casual_rewrite,hc3_law_0089_human_hc3__pair_deepseek_casual_rewrite,hc3_law_0089,law,human_hc3,deepseek_casual_rewrite,0,1,0.7361,我的哥哥在建筑工地的工棚里死亡.是早上8点20分.是在上班时间.请问这是工亡吗？建筑公司说不是.我也没有钱请律师.该怎么办？还没领过工资.上班时间也不长.没有劳动合同.也没有买保险.谁能帮助我！,应当属于工亡，这种情况最好先报警，有警察的询问记录方便后期处理赔偿问题。
clean_aligned_mixed_tfidf_logreg,deepseek_casual_rewrite,hc3_psychology_0092_human_hc3__pair_deepseek_casual_rewrite,hc3_psychology_0092,psychology,human_hc3,deepseek_casual_rewrite,0,1,0.7139,想了解语音、视频、面对面咨询的区别,你好，虽然你的生活屡受挫折，可看得出来，你是一个有着坚强意志力的人，从未放弃希望和努力，这很不容易也很珍贵，给你一个大大的👍。 1、视频咨询是选择合适的视频平台，你和咨询师都可以看见彼此，常用的是QQ视频或者微信视频，对网速的要求较高，如果不流畅会很影响咨询过程。是介入面对面和语音之间的一种咨询 2、语音咨询：用微信通话或者打电话的方式，如果打电话一般要求来
clean_aligned_mixed_tfidf_logreg,deepseek_casual_rewrite,hc3_nlpcc_dbqa_0090_human_hc3__pair_deepseek_casual_rewrite,hc3_nlpcc_dbqa_0090,nlpcc_dbqa,human_hc3,deepseek_casual_rewrite,0,1,0.7069,湖北中医药大学是由哪个学校演变来的？,前身是成立于1954年的湖北省中医进修学校，是湖北省唯一一所高等中医药本科院校，国家教育部本科教学工作水平合格评估优秀学校。
